display_name,membership_id,class,score,kills,deaths,assists,avg_score_per_life,opponents_defeated,efficiency,kdr,kda,standing,team_score,weapon_name,weapon_type,weapon_kills
Seamusin,4611686018428477438,Titan,4.0,12.0,4.0,4.0,0.8,16.0,4.0,3.0,3.5,0.0,4.0,Austringer,Hand Cannon,7.0
Seamusin,4611686018428477438,Titan,2.0,15.0,11.0,5.0,0.16666666666666666,20.0,1.8181818181818181,1.3636363636363635,1.5909090909090908,1.0,2.0,Swift Ride XE8375,Pulse Rifle,9.0
Seamusin,4611686018428477438,Titan,6.0,9.0,5.0,6.0,1.0,15.0,3.0,1.8,2.4,0.0,6.0,Swift Ride XE8375,Pulse Rifle,5.0
Seamusin,4611686018428477438,Titan,6.0,6.0,6.0,4.0,0.8571428571428571,10.0,1.6666666666666667,1.0,1.3333333333333333,0.0,6.0,Retold Tale,Shotgun,1.0
Seamusin,4611686018428477438,Titan,4.0,9.0,7.0,9.0,0.5,18.0,2.5714285714285716,1.2857142857142858,1.9285714285714286,0.0,4.0,Retold Tale,Shotgun,4.0
Seamusin,4611686018428477438,Titan,2.0,12.0,10.0,5.0,0.18181818181818182,17.0,1.7,1.2,1.45,1.0,2.0,Austringer,Hand Cannon,2.0
Seamusin,4611686018428477438,Titan,19.0,14.0,11.0,5.0,1.5833333333333333,19.0,1.7272727272727273,1.2727272727272727,1.5,0.0,61.0,Austringer,Hand Cannon,8.0
Seamusin,4611686018428477438,Titan,25.0,18.0,11.0,7.0,2.0833333333333335,25.0,2.272727272727273,1.6363636363636365,1.9545454545454546,0.0,67.0,Swift Ride XE8375,Pulse Rifle,9.0
Seamusin,4611686018428477438,Titan,6.0,10.0,6.0,3.0,0.8571428571428571,13.0,2.1666666666666665,1.6666666666666667,1.9166666666666667,0.0,6.0,Inaugural Address,Pulse Rifle,8.0
Seamusin,4611686018428477438,Titan,6.0,10.0,9.0,7.0,0.6,17.0,1.8888888888888888,1.1111111111111112,1.5,0.0,6.0,Austringer,Hand Cannon,4.0
Seamusin,4611686018428477438,Titan,4.0,8.0,2.0,8.0,1.3333333333333333,16.0,8.0,4.0,6.0,0.0,4.0,Austringer,Hand Cannon,3.0
Seamusin,4611686018428477438,Titan,6.0,14.0,2.0,2.0,2.0,16.0,8.0,7.0,7.5,0.0,6.0,Austringer,Hand Cannon,8.0
Seamusin,4611686018428477438,Titan,4.0,10.0,4.0,4.0,0.8,14.0,3.5,2.5,3.0,0.0,4.0,Austringer,Hand Cannon,5.0
Seamusin,4611686018428477438,Titan,6.0,2.0,1.0,4.0,3.0,6.0,6.0,2.0,4.0,0.0,6.0,Austringer,Hand Cannon,1.0
Seamusin,4611686018428477438,Titan,26.0,15.0,8.0,11.0,2.888888888888889,26.0,3.25,1.875,2.5625,0.0,75.0,Austringer,Hand Cannon,7.0
Seamusin,4611686018428477438,Titan,19.0,15.0,9.0,4.0,1.9,19.0,2.111111111111111,1.6666666666666667,1.8888888888888888,0.0,69.0,The Last Word,Hand Cannon,5.0
Seamusin,4611686018428477438,Titan,26.0,19.0,6.0,7.0,3.7142857142857144,26.0,4.333333333333333,3.1666666666666665,3.75,0.0,74.0,Ace of Spades,Hand Cannon,10.0
Seamusin,4611686018428477438,Titan,24.0,14.0,5.0,10.0,4.0,24.0,4.8,2.8,3.8,0.0,75.0,Ace of Spades,Hand Cannon,9.0
Seamusin,4611686018428477438,Titan,1.0,7.0,10.0,2.0,0.09090909090909091,9.0,0.9,0.7,0.8,1.0,1.0,Ace of Spades,Hand Cannon,4.0
Seamusin,4611686018428477438,Titan,29.0,11.0,1.0,4.0,14.5,15.0,15.0,11.0,13.0,0.0,102.0,Apex Predator,Rocket Launcher,3.0
Seamusin,4611686018428477438,Titan,24.0,8.0,6.0,4.0,3.4285714285714284,12.0,2.0,1.3333333333333333,1.6666666666666667,0.0,101.0,Telesto,Fusion Rifle,5.0
Seamusin,4611686018428477438,Titan,15.0,9.0,11.0,6.0,1.25,15.0,1.3636363636363635,0.8181818181818182,1.0909090909090908,1.0,44.0,Retold Tale,Shotgun,2.0
Seamusin,4611686018428477438,Titan,19.0,11.0,9.0,8.0,1.9,19.0,2.111111111111111,1.2222222222222223,1.6666666666666667,0.0,73.0,Ace of Spades,Hand Cannon,8.0
Seamusin,4611686018428477438,Titan,4.0,7.0,4.0,6.0,0.8,13.0,3.25,1.75,2.5,0.0,4.0,Ace of Spades,Hand Cannon,3.0
Seamusin,4611686018428477438,Titan,20.0,11.0,9.0,9.0,2.0,20.0,2.2222222222222223,1.2222222222222223,1.7222222222222223,0.0,64.0,Ace of Spades,Hand Cannon,6.0
Seamusin,4611686018428477438,Titan,19.0,8.0,3.0,3.0,4.75,11.0,3.6666666666666665,2.6666666666666665,3.1666666666666665,0.0,100.0,Retold Tale,Shotgun,4.0
Seamusin,4611686018428477438,Titan,33.0,21.0,11.0,12.0,2.75,33.0,3.0,1.9090909090909092,2.4545454545454546,0.0,68.0,Better Devils,Hand Cannon,9.0
Seamusin,4611686018428477438,Titan,24.0,21.0,12.0,3.0,1.8461538461538463,24.0,2.0,1.75,1.875,0.0,66.0,Retold Tale,Shotgun,6.0
Seamusin,4611686018428477438,Titan,6.0,4.0,6.0,3.0,0.8571428571428571,7.0,1.1666666666666667,0.6666666666666666,0.9166666666666666,0.0,6.0,Retold Tale,Shotgun,1.0
Seamusin,4611686018428477438,Titan,26.0,9.0,14.0,8.0,1.7333333333333334,17.0,1.2142857142857142,0.6428571428571429,0.9285714285714286,0.0,101.0,Better Devils,Hand Cannon,5.0
Seamusin,4611686018428477438,Titan,3.0,18.0,12.0,11.0,0.23076923076923078,29.0,2.4166666666666665,1.5,1.9583333333333333,1.0,3.0,Shock and Awe,Fusion Rifle,1.0
Seamusin,4611686018428477438,Titan,4.0,21.0,6.0,8.0,0.5714285714285714,29.0,4.833333333333333,3.5,4.166666666666667,0.0,4.0,Uriel's Gift,Auto Rifle,13.0
Seamusin,4611686018428477438,Hunter,2.0,10.0,8.0,3.0,0.2222222222222222,13.0,1.625,1.25,1.4375,1.0,2.0,Antiope-D,Submachine Gun,4.0
Seamusin,4611686018428477438,Hunter,4.0,14.0,8.0,5.0,0.4444444444444444,19.0,2.375,1.75,2.0625,0.0,4.0,Antiope-D,Submachine Gun,10.0
Seamusin,4611686018428477438,Hunter,4.0,8.0,3.0,9.0,1.0,17.0,5.666666666666667,2.6666666666666665,4.166666666666667,0.0,4.0,Graviton Lance,Pulse Rifle,5.0
