display_name,membership_id,class,score,kills,deaths,assists,avg_score_per_life,opponents_defeated,efficiency,kdr,kda,standing,team_score,weapon_name,weapon_type,weapon_kills
PureChilly,4611686018435058509,Warlock,4.0,7.0,8.0,2.0,0.4444444444444444,9.0,1.125,0.875,1.0,1.0,4.0,Dust Rock Blues,Shotgun,3.0
PureChilly,4611686018435058509,Warlock,24.0,19.0,15.0,5.0,1.5,24.0,1.6,1.2666666666666666,1.4333333333333333,0.0,68.0,The Wardcliff Coil,Rocket Launcher,6.0
PureChilly,4611686018435058509,Warlock,6.0,8.0,8.0,4.0,0.6666666666666666,12.0,1.5,1.0,1.25,0.0,6.0,Dust Rock Blues,Shotgun,1.0
PureChilly,4611686018435058509,Warlock,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,
PureChilly,4611686018435058509,Warlock,0.0,7.0,14.0,3.0,0.0,10.0,0.7142857142857143,0.5,0.6071428571428571,1.0,0.0,Dust Rock Blues,Shotgun,2.0
PureChilly,4611686018435058509,Warlock,25.0,13.0,16.0,1.0,1.4705882352941178,14.0,0.875,0.8125,0.84375,0.0,94.0,Not Forgotten,Hand Cannon,5.0
PureChilly,4611686018435058509,Warlock,40.0,16.0,10.0,4.0,3.6363636363636362,20.0,2.0,1.6,1.8,0.0,100.0,Dust Rock Blues,Shotgun,5.0
PureChilly,4611686018435058509,Warlock,28.0,21.0,10.0,7.0,2.5454545454545454,28.0,2.8,2.1,2.45,0.0,75.0,Not Forgotten,Hand Cannon,6.0
PureChilly,4611686018435058509,Warlock,4.0,15.0,9.0,6.0,0.4,21.0,2.3333333333333335,1.6666666666666667,2.0,0.0,4.0,Not Forgotten,Hand Cannon,2.0
PureChilly,4611686018435058509,Warlock,25.0,17.0,10.0,8.0,2.272727272727273,25.0,2.5,1.7,2.1,0.0,75.0,Not Forgotten,Hand Cannon,5.0
PureChilly,4611686018435058509,Warlock,0.0,4.0,7.0,1.0,0.0,5.0,0.7142857142857143,0.5714285714285714,0.6428571428571429,1.0,0.0,Dust Rock Blues,Shotgun,2.0
PureChilly,4611686018435058509,Warlock,6.0,6.0,0.0,1.0,6.0,7.0,7.0,6.0,6.5,0.0,6.0,Graviton Lance,Pulse Rifle,2.0
PureChilly,4611686018435058509,Warlock,0.0,1.0,6.0,0.0,0.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,0.0,Not Forgotten,Hand Cannon,1.0
PureChilly,4611686018435058509,Warlock,2.0,5.0,9.0,2.0,0.2,7.0,0.7777777777777778,0.5555555555555556,0.6666666666666666,1.0,2.0,Not Forgotten,Hand Cannon,2.0
PureChilly,4611686018435058509,Warlock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
PureChilly,4611686018435058509,Warlock,35.0,15.0,9.0,1.0,3.5,16.0,1.7777777777777777,1.6666666666666667,1.7222222222222223,0.0,100.0,Graviton Lance,Pulse Rifle,1.0
PureChilly,4611686018435058509,Warlock,24.0,10.0,21.0,2.0,1.0909090909090908,12.0,0.5714285714285714,0.47619047619047616,0.5238095238095238,1.0,69.0,Not Forgotten,Hand Cannon,6.0
PureChilly,4611686018435058509,Warlock,0.0,2.0,10.0,1.0,0.0,3.0,0.3,0.2,0.25,1.0,0.0,,,
PureChilly,4611686018435058509,Warlock,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,
PureChilly,4611686018435058509,Warlock,2.0,11.0,13.0,4.0,0.14285714285714285,15.0,1.1538461538461537,0.8461538461538461,1.0,1.0,2.0,Dust Rock Blues,Shotgun,3.0
PureChilly,4611686018435058509,Warlock,0.0,8.0,8.0,1.0,0.0,9.0,1.125,1.0,1.0625,1.0,0.0,Not Forgotten,Hand Cannon,3.0
PureChilly,4611686018435058509,Warlock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
